com.samsung.health.heart_rate
time_offset,end_time,heart_rate,binning_data,start_time,heart_beat_count,update_time,deviceuuid,max,min,pkg_name,custom,comment,datauuid,create_time
7200000,2015-12-16 19:00:29.329,82.0,,2015-12-16 19:00:29.329,1,2015-12-16 19:03:00.505,GngasoBQob,,,com.sec.android.app.shealth,,,485c7597-c624-93a9-68fb-9e5e6d9e8c6e,2015-12-16 19:03:00.505
7200000,2016-01-26 01:00:58.543,92.0,,2016-01-26 01:00:58.543,1,2016-01-26 01:15:01.828,GngasoBQob,,,com.sec.android.app.shealth,,,87536df7-6cdc-50df-6f76-127bc4f00771,2016-01-26 01:15:01.828
7200000,2015-12-09 06:00:29.389,78.0,,2015-12-09 06:00:29.389,1,2015-12-09 06:01:15.414,GngasoBQob,,,com.sec.android.app.shealth,,,a5529d5c-9bc5-0596-af6b-85f3af8e15e9,2015-12-09 06:01:15.414
7200000,2016-01-29 05:00:29.364,80.0,,2016-01-29 05:00:29.364,1,2016-01-29 05:15:00.174,GngasoBQob,,,com.sec.android.app.shealth,,,bec51ac1-254e-1c02-5743-b10a0f606fa6,2016-01-29 05:15:00.174
7200000,2015-12-30 22:00:58.526,106.0,,2015-12-30 22:00:58.526,1,2015-12-30 22:06:00.483,GngasoBQob,,,com.sec.android.app.shealth,,,2e99b7be-ddb3-d2dd-6487-2468e808209b,2015-12-30 22:06:00.483
7200000,2016-01-17 11:00:29.379,82.0,,2016-01-17 11:00:29.379,1,2016-01-17 11:14:13.482,GngasoBQob,,,com.sec.android.app.shealth,,,757471e7-fa3d-8e54-8979-c000ce1d8c33,2016-01-17 11:14:13.482
7200000,2016-01-07 23:00:29.380,81.0,,2016-01-07 23:00:29.380,1,2016-01-07 23:15:01.163,GngasoBQob,,,com.sec.android.app.shealth,,,f4b834f5-3b76-ee57-cb12-680cd77dc2a2,2016-01-07 23:15:01.163
7200000,2015-12-27 13:00:29.320,77.0,,2015-12-27 13:00:29.320,1,2015-12-27 13:14:59.644,GngasoBQob,,,com.sec.android.app.shealth,,,6d66c421-6e62-2e42-e256-ec865df82d79,2015-12-27 13:14:59.644
7200000,2015-12-26 02:00:52.441,123.0,,2015-12-26 02:00:52.441,1,2015-12-26 02:09:06.255,GngasoBQob,,,com.sec.android.app.shealth,,,5f090065-7653-9e61-cf63-166988466f32,2015-12-26 02:09:06.255
7200000,2015-12-18 03:00:29.376,84.0,,2015-12-18 03:00:29.376,1,2015-12-18 03:15:01.147,GngasoBQob,,,com.sec.android.app.shealth,,,c6268862-1e49-c538-5013-ac4a3c869aee,2015-12-18 03:15:01.147
7200000,2016-01-14 05:00:29.298,66.0,,2016-01-14 05:00:29.298,1,2016-01-14 05:01:45.169,GngasoBQob,,,com.sec.android.app.shealth,,,e3152aa4-eda0-6924-772b-625c32f08e69,2016-01-14 05:01:45.169
7200000,2015-12-20 08:00:58.582,73.0,,2015-12-20 08:00:58.582,1,2015-12-20 08:01:26.655,GngasoBQob,,,com.sec.android.app.shealth,,,28a43c40-6de9-60b7-68bc-4a8fc28f8238,2015-12-20 08:01:26.655
7200000,2016-01-27 21:00:50.736,111.0,,2016-01-27 21:00:50.736,1,2016-01-27 21:01:35.672,GngasoBQob,,,com.sec.android.app.shealth,,,cdcce664-7061-9cde-855a-fefeb2da892f,2016-01-27 21:01:35.672
7200000,2016-01-02 18:00:29.316,87.0,,2016-01-02 18:00:29.316,1,2016-01-02 18:09:28.162,GngasoBQob,,,com.sec.android.app.shealth,,,5144f250-604e-1f99-65db-c4ec1fefe62f,2016-01-02 18:09:28.162
7200000,2016-01-21 18:01:08.319,82.0,,2016-01-21 18:01:08.319,1,2016-01-21 18:06:47.021,GngasoBQob,,,com.sec.android.app.shealth,,,bb48e432-8ad6-e660-3fb6-ea3295c5de3b,2016-01-21 18:06:47.021
7200000,2016-01-20 20:33:39.983,95.0,,2016-01-20 20:33:39.983,1,2016-01-20 20:33:45.272,GngasoBQob,,,com.sec.android.app.shealth,,,776f1faa-0157-6f44-1dbe-1cccada0be94,2016-01-20 20:33:41.067
7200000,2016-01-28 17:00:29.305,96.0,,2016-01-28 17:00:29.305,1,2016-01-28 17:04:46.554,GngasoBQob,,,com.sec.android.app.shealth,,,4cde149d-2fd7-6313-036a-d4fd65941517,2016-01-28 17:04:46.554
7200000,2015-12-26 08:00:58.582,84.0,,2015-12-26 08:00:58.582,1,2015-12-26 08:15:01.696,GngasoBQob,,,com.sec.android.app.shealth,,,221aa952-f772-4515-5136-c956786a516c,2015-12-26 08:15:01.696
7200000,2015-12-19 18:52:21.226,102.0,,2015-12-19 18:52:21.226,1,2015-12-19 18:52:24.873,GngasoBQob,,,com.sec.android.app.shealth,,,733a6d07-3cf5-ac67-e5df-451dc9da8ec2,2015-12-19 18:52:22.367
7200000,2016-01-20 08:00:39.029,59.0,,2016-01-20 08:00:39.029,1,2016-01-20 08:06:42.989,GngasoBQob,,,com.sec.android.app.shealth,,,9855e98f-741e-bb2c-4b2d-63d7ed247ab9,2016-01-20 08:06:42.989
7200000,2016-01-07 21:00:29.360,94.0,,2016-01-07 21:00:29.360,1,2016-01-07 21:01:26.964,GngasoBQob,,,com.sec.android.app.shealth,,,7429eb3a-1ba6-3d9c-1ac7-9aa982f92916,2016-01-07 21:01:26.964
7200000,2016-01-20 03:00:29.341,72.0,,2016-01-20 03:00:29.341,1,2016-01-20 03:15:01.624,GngasoBQob,,,com.sec.android.app.shealth,,,22403af7-8665-0967-862a-25e718f7f8a9,2016-01-20 03:15:01.624
7200000,2015-12-08 23:00:29.248,100.0,,2015-12-08 23:00:29.248,1,2015-12-08 23:12:40.995,GngasoBQob,,,com.sec.android.app.shealth,,,a72ab1c3-eec4-3ad2-0126-9d1dd6b62412,2015-12-08 23:12:40.995
7200000,2016-01-02 06:00:29.245,99.0,,2016-01-02 06:00:29.245,1,2016-01-02 06:10:03.278,GngasoBQob,,,com.sec.android.app.shealth,,,2057beab-018f-e60a-af50-68fccb564ac3,2016-01-02 06:10:03.278
7200000,2015-12-29 04:00:58.555,93.0,,2015-12-29 04:00:58.555,1,2015-12-29 04:07:08.228,GngasoBQob,,,com.sec.android.app.shealth,,,4518efb6-950e-2e92-a5bf-1d0e3ca26d94,2015-12-29 04:07:08.228
7200000,2016-01-22 12:01:16.923,81.0,,2016-01-22 12:01:16.923,1,2016-01-22 12:02:10.403,GngasoBQob,,,com.sec.android.app.shealth,,,022ab053-831a-0218-cdf7-b1625e9cf368,2016-01-22 12:02:10.403
7200000,2016-01-19 23:00:29.294,86.0,,2016-01-19 23:00:29.294,1,2016-01-19 23:15:01.474,GngasoBQob,,,com.sec.android.app.shealth,,,7d602df4-004b-fddb-2def-2e373033b549,2016-01-19 23:15:01.474
7200000,2015-12-27 06:00:58.602,75.0,,2015-12-27 06:00:58.602,1,2015-12-27 06:02:25.472,GngasoBQob,,,com.sec.android.app.shealth,,,9b7e24c7-6c1e-7c91-36f2-4e9abe74f20e,2015-12-27 06:02:25.472
7200000,2016-01-20 07:00:29.269,71.0,,2016-01-20 07:00:29.269,1,2016-01-20 07:13:04.588,GngasoBQob,,,com.sec.android.app.shealth,,,7f65724f-823d-30ab-8501-484f68da8eda,2016-01-20 07:13:04.588
7200000,2016-01-05 05:00:29.303,68.0,,2016-01-05 05:00:29.303,1,2016-01-05 05:09:32.883,GngasoBQob,,,com.sec.android.app.shealth,,,c4dcf76a-4077-a9c2-8568-b3bcb95b1335,2016-01-05 05:09:32.883
7200000,2015-12-05 13:00:29.326,98.0,,2015-12-05 13:00:29.326,1,2015-12-05 13:03:28.677,GngasoBQob,,,com.sec.android.app.shealth,,,747ce6c3-69dc-0d5a-dfeb-0b86df471d6f,2015-12-05 13:03:28.677
7200000,2015-12-27 02:00:29.294,89.0,,2015-12-27 02:00:29.294,1,2015-12-27 02:14:59.892,GngasoBQob,,,com.sec.android.app.shealth,,,e5b676f7-3386-6470-607a-c5407becfd66,2015-12-27 02:14:59.892
7200000,2016-01-23 00:00:29.348,100.0,,2016-01-23 00:00:29.348,1,2016-01-23 00:00:36.751,GngasoBQob,,,com.sec.android.app.shealth,,,6d3e6a71-a1d8-ac34-6c98-d30a1bf3272a,2016-01-23 00:00:36.751
7200000,2015-12-17 12:03:18.286,96.0,,2015-12-17 12:03:18.286,1,2015-12-17 12:03:30.434,GngasoBQob,,,com.sec.android.app.shealth,,,06e0a943-e92b-918d-6962-92ba19d7f260,2015-12-17 12:03:30.434
7200000,2016-01-19 09:03:52.163,98.0,,2016-01-19 09:03:52.163,1,2016-01-19 09:03:54.854,GngasoBQob,,,com.sec.android.app.shealth,,,537d47b4-c360-7a90-f072-d467b7897ae8,2016-01-19 09:03:53.225
7200000,2015-12-27 18:00:29.303,96.0,,2015-12-27 18:00:29.303,1,2015-12-27 18:03:57.460,GngasoBQob,,,com.sec.android.app.shealth,,,2734d5a0-e9d5-e682-d040-bee6991321a6,2015-12-27 18:03:57.460
7200000,2016-01-10 08:00:29.392,83.0,,2016-01-10 08:00:29.392,1,2016-01-10 08:12:02.818,GngasoBQob,,,com.sec.android.app.shealth,,,adae7cf7-26b7-e07b-7897-d3fa093bee18,2016-01-10 08:12:02.818
7200000,2015-12-06 18:00:58.368,102.0,,2015-12-06 18:00:58.368,1,2015-12-06 18:07:04.902,GngasoBQob,,,com.sec.android.app.shealth,,,e1851fd7-0c2e-8cdf-52f6-e423b24fba3c,2015-12-06 18:07:04.902
7200000,2016-01-06 01:00:50.822,89.0,,2016-01-06 01:00:50.822,1,2016-01-06 01:11:37.766,GngasoBQob,,,com.sec.android.app.shealth,,,add1753a-0742-4e7b-0a52-c409d0b5b60f,2016-01-06 01:11:37.766
7200000,2015-12-02 02:00:50.276,102.0,,2015-12-02 02:00:50.276,1,2015-12-02 02:14:59.743,GngasoBQob,,,com.sec.android.app.shealth,,,2ea6073a-acfb-caa7-339c-1259fb503c76,2015-12-02 02:14:59.743
7200000,2015-12-19 21:00:29.389,115.0,,2015-12-19 21:00:29.389,1,2015-12-19 21:15:00.462,GngasoBQob,,,com.sec.android.app.shealth,,,28568296-7af3-5a5e-35e6-32ff6a6874d4,2015-12-19 21:15:00.462
7200000,2015-12-22 13:00:29.328,99.0,,2015-12-22 13:00:29.328,1,2015-12-22 13:04:32.063,GngasoBQob,,,com.sec.android.app.shealth,,,03c7f2c4-e7f0-f821-2c71-0d90aa9ee35d,2015-12-22 13:04:32.063
7200000,2016-01-15 08:30:11.315,80.0,,2016-01-15 08:30:11.315,1,2016-01-15 08:30:14.365,GngasoBQob,,,com.sec.android.app.shealth,,,6c6d13c6-fc72-1429-756d-729cedb26920,2016-01-15 08:30:12.399
7200000,2015-12-19 16:00:29.360,103.0,,2015-12-19 16:00:29.360,1,2015-12-19 16:09:41.480,GngasoBQob,,,com.sec.android.app.shealth,,,4f26c1b8-f0ef-bab1-da74-8bd52b2b9603,2015-12-19 16:09:41.480
7200000,2015-12-26 21:00:58.606,105.0,,2015-12-26 21:00:58.606,1,2015-12-26 21:03:38.115,GngasoBQob,,,com.sec.android.app.shealth,,,300b5f1f-096a-747a-5bb1-72d81431f3d9,2015-12-26 21:03:38.115
7200000,2015-12-13 19:00:29.321,100.0,,2015-12-13 19:00:29.321,1,2015-12-13 19:01:23.704,GngasoBQob,,,com.sec.android.app.shealth,,,009aeb07-33f0-4de6-ae8d-3b4874100823,2015-12-13 19:01:23.704
7200000,2015-12-06 02:00:29.331,93.0,,2015-12-06 02:00:29.331,1,2015-12-06 02:05:43.319,GngasoBQob,,,com.sec.android.app.shealth,,,b5fa13de-e5df-6e8e-97af-522df180aa5c,2015-12-06 02:05:43.319
7200000,2016-01-20 06:00:29.318,74.0,,2016-01-20 06:00:29.318,1,2016-01-20 06:12:01.033,GngasoBQob,,,com.sec.android.app.shealth,,,70ca5c03-b226-65f3-66e9-feaae50df5da,2016-01-20 06:12:01.033
7200000,2016-01-02 08:00:29.366,99.0,,2016-01-02 08:00:29.366,1,2016-01-02 08:07:19.099,GngasoBQob,,,com.sec.android.app.shealth,,,f82b7dc9-475b-f4a2-8907-f94acc8c2e64,2016-01-02 08:07:19.099
7200000,2015-12-14 09:01:47.732,81.0,,2015-12-14 09:01:47.732,1,2015-12-14 09:02:02.598,GngasoBQob,,,com.sec.android.app.shealth,,,b1d763c4-b8e6-e4bb-7e7e-a647b48eb922,2015-12-14 09:02:02.598
7200000,2016-01-14 06:00:56.620,76.0,,2016-01-14 06:00:56.620,1,2016-01-14 06:10:20.720,GngasoBQob,,,com.sec.android.app.shealth,,,16a1239c-eff1-98eb-081d-6eaae1afb9e7,2016-01-14 06:10:20.720
7200000,2016-01-29 23:00:29.294,110.0,,2016-01-29 23:00:29.294,1,2016-01-29 23:01:40.767,GngasoBQob,,,com.sec.android.app.shealth,,,4c3cd038-0f21-be13-b852-94de5e8b2fd6,2016-01-29 23:01:40.767
7200000,2016-01-17 08:00:58.695,65.0,,2016-01-17 08:00:58.695,1,2016-01-17 08:13:48.797,GngasoBQob,,,com.sec.android.app.shealth,,,ca2b2bbf-251d-9916-064f-baaed36e4a34,2016-01-17 08:13:48.797
7200000,2016-01-07 15:00:58.575,124.0,,2016-01-07 15:00:58.575,1,2016-01-07 15:01:28.182,GngasoBQob,,,com.sec.android.app.shealth,,,765dbfe6-0db7-70e0-e533-63216c5f35c6,2016-01-07 15:01:28.182
7200000,2015-12-07 22:00:58.586,97.0,,2015-12-07 22:00:58.586,1,2015-12-07 22:14:59.709,GngasoBQob,,,com.sec.android.app.shealth,,,cedfa829-1593-a4fa-f033-27b002b382cb,2015-12-07 22:14:59.709
7200000,2016-01-09 05:00:58.566,78.0,,2016-01-09 05:00:58.566,1,2016-01-09 05:15:01.840,GngasoBQob,,,com.sec.android.app.shealth,,,0b359241-bf78-3c17-5f54-3d33d87dddde,2016-01-09 05:15:01.840
