com.samsung.health.step_count
time_offset,end_time,start_time,count,calorie,sample_position_type,update_time,deviceuuid,speed,pkg_name,custom,distance,datauuid,create_time
7200000,2017-11-12 01:47:59.999,2017-11-12 01:47:00.000,24,1.36,230002,2017-11-12 01:47:52.796,GngasoBQob,1.4722222,com.sec.android.app.shealth,,17.96,5d077c70-6cf6-131e-6247-08a430ab1d91,2017-11-12 01:47:52.796
7200000,2017-11-12 02:01:59.999,2017-11-12 02:01:00.000,22,1.24,230002,2017-11-12 02:04:07.135,GngasoBQob,1.3611112,com.sec.android.app.shealth,,16.01,1053dbde-09fa-7bc5-cb74-1358d62f883f,2017-11-12 02:04:07.135
7200000,2017-11-12 04:09:59.999,2017-11-12 04:09:00.000,38,2.52,230002,2017-11-12 04:15:16.683,GngasoBQob,1.7777778,com.sec.android.app.shealth,,29.87,53dd1d6b-399e-dddf-dae1-2ba9897d9384,2017-11-12 04:15:16.683
7200000,2017-11-12 04:16:59.999,2017-11-12 04:16:00.000,43,2.44,230002,2017-11-12 04:17:07.115,GngasoBQob,1.5557237,com.sec.android.app.shealth,,32.051,22f4d185-2db5-6292-59e8-e7b6e3b44e58,2017-11-12 04:16:14.084
7200000,2017-11-12 04:22:59.999,2017-11-12 04:22:00.000,16,0.939,230002,2017-11-12 04:25:14.165,GngasoBQob,1.9189152,com.sec.android.app.shealth,,13.209,5a8044d6-e09f-10ce-6a03-595f59d10d1c,2017-11-12 04:22:26.395
7200000,2017-11-12 04:24:59.999,2017-11-12 04:24:00.000,38,2.1,230002,2017-11-12 04:25:14.202,GngasoBQob,1.5833334,com.sec.android.app.shealth,,26.73,a5128117-a2af-434f-5991-fc6c6c585147,2017-11-12 04:25:14.202
7200000,2017-11-12 04:25:59.999,2017-11-12 04:25:00.000,16,0.93,230002,2017-11-12 04:25:14.234,GngasoBQob,1.7777778,com.sec.android.app.shealth,,12.47,87ec5bc7-afd3-2851-23c3-44c969dbf56f,2017-11-12 04:25:14.233
7200000,2017-11-12 12:08:00.000,2017-11-12 12:07:00.000,15,0.9,,2017-11-12 12:07:49.426,2cfAK/hc79,1.6666666,com.sec.android.app.shealth,,11.71,fe487415-55f6-42ab-aefa-113e9dc722fa,2017-11-12 12:07:49.426
7200000,2017-11-12 11:29:59.999,2017-11-12 11:29:00.000,18,1.0,230002,2017-11-12 11:43:50.538,GngasoBQob,1.4166666,com.sec.android.app.shealth,,12.55,74bda86b-481c-73b0-2332-8b3f30eb6854,2017-11-12 11:43:50.537
7200000,2017-11-12 11:30:59.999,2017-11-12 11:30:00.000,17,0.79,230002,2017-11-12 11:43:50.572,GngasoBQob,0.3888889,com.sec.android.app.shealth,,9.64,d26e4b29-2d0e-df9f-f042-821571b31e29,2017-11-12 11:43:50.571
7200000,2017-11-12 11:31:59.999,2017-11-12 11:31:00.000,15,0.86,230002,2017-11-12 11:43:50.584,GngasoBQob,1.4166666,com.sec.android.app.shealth,,11.56,42f67517-0275-7ff8-5e7c-911d8c2f1ee1,2017-11-12 11:43:50.584
7200000,2017-11-12 11:33:59.999,2017-11-12 11:33:00.000,30,1.61,230002,2017-11-12 11:43:50.905,GngasoBQob,1.5,com.sec.android.app.shealth,,19.87,aa37af92-a8e2-6dbd-44cb-2a7cfac6b42d,2017-11-12 11:43:50.804
7200000,2017-11-12 12:04:59.999,2017-11-12 12:04:00.000,32,1.81,230002,2017-11-12 12:06:38.749,GngasoBQob,1.6666666,com.sec.android.app.shealth,,25.19,fdbd5a56-a717-f8d3-67c3-98b550ebfa6f,2017-11-12 12:06:38.748
7200000,2017-11-12 14:26:00.000,2017-11-12 14:25:00.000,19,1.14,,2017-11-12 14:35:01.587,2cfAK/hc79,1.4444444,com.sec.android.app.shealth,,14.81,a1c33d6e-902d-429b-9ecf-9421ac5ed42d,2017-11-12 14:35:01.587
7200000,2017-11-12 14:28:00.000,2017-11-12 14:27:00.000,16,0.96,,2017-11-12 14:35:01.735,2cfAK/hc79,1.2222222,com.sec.android.app.shealth,,12.21,831e17c1-3b92-49ae-9223-d35ebc9b948e,2017-11-12 14:35:01.735
7200000,2017-11-12 14:29:00.000,2017-11-12 14:28:00.000,24,1.63,,2017-11-12 14:35:16.541,2cfAK/hc79,1.5555556,com.sec.android.app.shealth,,19.75,4dc49a19-8597-4419-a76d-7fec602617d7,2017-11-12 14:35:16.541
7200000,2017-11-12 14:30:00.000,2017-11-12 14:29:00.000,22,1.78,,2017-11-12 14:35:16.643,2cfAK/hc79,2.2222223,com.sec.android.app.shealth,,20.62,a3e29cf0-8cbe-499c-ad91-d19176fcd444,2017-11-12 14:35:16.643
7200000,2017-11-12 14:31:00.000,2017-11-12 14:30:00.000,16,0.96,,2017-11-12 14:35:17.652,2cfAK/hc79,1.2222222,com.sec.android.app.shealth,,12.16,1751846e-f62d-4492-b857-9e9e20278f8d,2017-11-12 14:35:17.652
7200000,2017-11-12 14:34:00.000,2017-11-12 14:33:00.000,35,2.27,,2017-11-12 14:35:17.729,2cfAK/hc79,1.6388888,com.sec.android.app.shealth,,28.93,700e5e43-de85-4b5c-8613-cb0658de70cc,2017-11-12 14:35:17.729
7200000,2017-11-12 14:36:00.000,2017-11-12 14:35:00.000,35,2.26,,2017-11-12 14:55:01.589,2cfAK/hc79,2.3611112,com.sec.android.app.shealth,,31.04,20962aa0-e6ef-4e39-97ca-895444f643bf,2017-11-12 14:55:01.589
7200000,2017-11-12 14:37:00.000,2017-11-12 14:36:00.000,9,0.55,,2017-11-12 14:55:01.686,2cfAK/hc79,1.1388888,com.sec.android.app.shealth,,6.64,8fc77a3a-0afc-4ebd-8327-c65a2d62c44a,2017-11-12 14:55:01.686
7200000,2017-11-12 14:50:00.000,2017-11-12 14:49:00.000,13,0.77,,2017-11-12 14:55:02.614,2cfAK/hc79,1.5833334,com.sec.android.app.shealth,,10.66,39711295-35d7-4f33-a828-e0fe3f446895,2017-11-12 14:55:02.614
7200000,2017-11-12 14:51:00.000,2017-11-12 14:50:00.000,8,0.48,,2017-11-12 14:55:02.698,2cfAK/hc79,1.3333334,com.sec.android.app.shealth,,6.22,e252bebf-1a17-4091-9e10-5b4656f61cc7,2017-11-12 14:55:02.698
7200000,2017-11-12 14:53:00.000,2017-11-12 14:52:00.000,20,2.16,,2017-11-12 14:55:02.775,2cfAK/hc79,2.9166667,com.sec.android.app.shealth,,20.52,bcb69410-291e-42bd-bfa2-340a93cbc105,2017-11-12 14:55:02.775
7200000,2017-11-12 14:54:00.000,2017-11-12 14:53:00.000,23,1.4,,2017-11-12 14:55:02.847,2cfAK/hc79,1.9722223,com.sec.android.app.shealth,,19.61,a8481d85-4faf-460d-aa9b-614ee17b5089,2017-11-12 14:55:02.847
7200000,2017-11-12 14:55:00.000,2017-11-12 14:54:00.000,35,2.52,,2017-11-12 14:55:15.467,2cfAK/hc79,2.4722223,com.sec.android.app.shealth,,32.2,1d426457-e25e-4d7c-b57b-1683a2fb0916,2017-11-12 14:55:15.467
7200000,2017-11-12 15:10:00.000,2017-11-12 15:09:00.000,15,0.88,,2017-11-12 15:15:02.096,2cfAK/hc79,1.3888888,com.sec.android.app.shealth,,12.02,afc4ad37-0e08-4355-ada7-0b2f8ea43ce5,2017-11-12 15:15:02.096
7200000,2017-11-12 15:12:00.000,2017-11-12 15:11:00.000,9,0.56,,2017-11-12 15:15:11.494,2cfAK/hc79,2.7222223,com.sec.android.app.shealth,,8.08,811e7a7e-0e91-4e7d-9ea1-28882db181c9,2017-11-12 15:15:11.494
7200000,2017-11-12 15:13:00.000,2017-11-12 15:12:00.000,6,0.53,,2017-11-12 15:15:11.621,2cfAK/hc79,3.0833333,com.sec.android.app.shealth,,6.17,8ae407bf-7cec-4b74-ade4-553ce3ca4c4e,2017-11-12 15:15:11.621
7200000,2017-11-12 15:36:00.000,2017-11-12 15:35:00.000,18,1.08,,2017-11-12 15:38:20.779,2cfAK/hc79,2.1944444,com.sec.android.app.shealth,,15.47,4e9797d5-9f3b-4491-8333-ef25a3a15174,2017-11-12 15:38:20.779
7200000,2017-11-12 15:37:00.000,2017-11-12 15:36:00.000,29,1.76,,2017-11-12 15:38:20.873,2cfAK/hc79,2.1666667,com.sec.android.app.shealth,,23.74,a28041be-f49d-49df-9ab7-15ef118dd09c,2017-11-12 15:38:20.873
7200000,2017-11-12 15:38:00.000,2017-11-12 15:37:00.000,20,1.2,,2017-11-12 15:38:21.660,2cfAK/hc79,1.75,com.sec.android.app.shealth,,15.78,8621df9f-bbf6-455b-9eb9-7be5eb97d5bf,2017-11-12 15:38:21.660
7200000,2017-11-12 15:40:00.000,2017-11-12 15:39:00.000,7,1.01,,2017-11-12 15:44:20.803,2cfAK/hc79,2.8888888,com.sec.android.app.shealth,,8.77,e4752af0-5ce2-417d-b25b-105bda298546,2017-11-12 15:44:20.803
7200000,2017-11-12 15:41:00.000,2017-11-12 15:40:00.000,124,15.09,,2017-11-12 15:44:20.878,2cfAK/hc79,3.3888888,com.sec.android.app.shealth,,123.27,642ea932-195b-4c5e-b02d-52494d7a0699,2017-11-12 15:44:20.878
7200000,2017-11-12 15:42:00.000,2017-11-12 15:41:00.000,98,5.88,,2017-11-12 15:44:20.942,2cfAK/hc79,1.3888888,com.sec.android.app.shealth,,69.06,c0819f8b-0f60-4562-824d-a10aaeca350f,2017-11-12 15:44:20.942
7200000,2017-11-12 15:43:00.000,2017-11-12 15:42:00.000,13,0.77,,2017-11-12 15:44:21.004,2cfAK/hc79,1.6388888,com.sec.android.app.shealth,,10.64,dc4e8466-e142-40e0-ae62-0417fb71667f,2017-11-12 15:44:21.004
7200000,2017-11-12 15:44:00.000,2017-11-12 15:43:00.000,9,0.54,,2017-11-12 15:44:21.050,2cfAK/hc79,1.8888888,com.sec.android.app.shealth,,7.54,9d540ea9-c971-4102-9447-73e85bda5f7d,2017-11-12 15:44:21.050
7200000,2017-11-12 15:47:00.000,2017-11-12 15:46:00.000,45,4.03,,2017-11-12 15:46:59.623,2cfAK/hc79,1.2815303,com.sec.android.app.shealth,,27.479998,3e8b4266-7339-4d98-a63e-4cbe2f6a36fd,2017-11-12 15:46:57.183
7200000,2017-11-12 15:48:00.000,2017-11-12 15:47:00.000,67,4.179999,,2017-11-12 15:55:01.568,2cfAK/hc79,1.2473797,com.sec.android.app.shealth,,50.579998,c798a0a8-4e9f-4439-87e2-c8ad33ec279a,2017-11-12 15:47:00.320
7200000,2017-11-12 15:49:00.000,2017-11-12 15:48:00.000,107,14.71,,2017-11-12 15:55:01.669,2cfAK/hc79,1.8611112,com.sec.android.app.shealth,,59.93,79f186a6-1037-4d95-a753-8e5307d184cb,2017-11-12 15:55:01.669
7200000,2017-11-12 15:50:00.000,2017-11-12 15:49:00.000,31,4.01,,2017-11-12 15:55:08.457,2cfAK/hc79,1.6666666,com.sec.android.app.shealth,,13.86,71eebeb3-ebd2-4551-a88f-97489d0a226b,2017-11-12 15:55:08.457
7200000,2017-11-12 15:54:00.000,2017-11-12 15:53:00.000,116,8.57,,2017-11-12 15:55:08.609,2cfAK/hc79,2.0833333,com.sec.android.app.shealth,,85.77,74e80432-ab16-4d79-85c7-0632515844e8,2017-11-12 15:55:08.609
7200000,2017-11-12 15:55:00.000,2017-11-12 15:54:00.000,45,4.52,,2017-11-12 15:55:09.448,2cfAK/hc79,2.3888888,com.sec.android.app.shealth,,41.22,5f0fb30a-3311-4d09-a8f8-1f7c06955866,2017-11-12 15:55:09.448
7200000,2017-11-12 15:56:00.000,2017-11-12 15:55:00.000,85,5.1,,2017-11-12 16:15:01.596,2cfAK/hc79,1.4444444,com.sec.android.app.shealth,,61.37,6fa79dd3-2b2c-447a-aa27-d6766b61a8ff,2017-11-12 16:15:01.596
7200000,2017-11-12 15:58:00.000,2017-11-12 15:57:00.000,36,2.16,,2017-11-12 16:15:01.697,2cfAK/hc79,1.3333334,com.sec.android.app.shealth,,28.39,51a832e6-ae9a-4d88-b2e5-34c7b75044a8,2017-11-12 16:15:01.697
7200000,2017-11-12 15:59:00.000,2017-11-12 15:58:00.000,83,6.04,,2017-11-12 16:15:02.871,2cfAK/hc79,1.2222222,com.sec.android.app.shealth,,60.06,1f5ace87-4f4d-4c82-98fe-ae2f153f1665,2017-11-12 16:15:02.871
7200000,2017-11-12 16:00:00.000,2017-11-12 15:59:00.000,99,15.08,,2017-11-12 16:15:02.985,2cfAK/hc79,1.25,com.sec.android.app.shealth,,45.35,c35a585b-9801-491b-bd8e-4fbd0718ee92,2017-11-12 16:15:02.985
7200000,2017-11-12 16:01:00.000,2017-11-12 16:00:00.000,21,2.36,,2017-11-12 16:15:04.018,2cfAK/hc79,1.5555556,com.sec.android.app.shealth,,10.82,9737a53e-f485-40b5-bda2-29b859681491,2017-11-12 16:15:04.018
7200000,2017-11-12 16:04:00.000,2017-11-12 16:03:00.000,20,1.19,,2017-11-12 16:15:04.094,2cfAK/hc79,1.6944444,com.sec.android.app.shealth,,16.1,897b9517-dedd-42c0-afd1-dda7a230098f,2017-11-12 16:15:04.094
7200000,2017-11-12 16:18:00.000,2017-11-12 16:17:00.000,8,0.48,,2017-11-12 16:35:01.589,2cfAK/hc79,1.2777778,com.sec.android.app.shealth,,6.26,9632d631-58c4-46b8-bbec-f17e081fe962,2017-11-12 16:35:01.589
7200000,2017-11-12 16:26:00.000,2017-11-12 16:25:00.000,17,1.26,,2017-11-12 16:35:01.703,2cfAK/hc79,1.75,com.sec.android.app.shealth,,14.8,9c497d5d-0a88-4543-b030-b3acb39d2a00,2017-11-12 16:35:01.703
7200000,2017-11-12 16:32:00.000,2017-11-12 16:31:00.000,26,1.57,,2017-11-12 16:35:02.852,2cfAK/hc79,1.5277778,com.sec.android.app.shealth,,20.24,bd1087c1-5eb4-41de-894b-f8abd45a4ed1,2017-11-12 16:35:02.852
7200000,2017-11-12 16:53:00.000,2017-11-12 16:52:00.000,15,1.13,,2017-11-12 16:55:01.575,2cfAK/hc79,1.8611112,com.sec.android.app.shealth,,13.94,1f9d5e6a-9007-4ecc-8e62-dace8d922eb2,2017-11-12 16:55:01.575
7200000,2017-11-12 16:58:00.000,2017-11-12 16:57:00.000,7,0.41,,2017-11-12 17:15:01.554,2cfAK/hc79,3.9999998,com.sec.android.app.shealth,,6.42,4eefbab6-2390-472e-8a19-6f50b29dab9e,2017-11-12 17:15:01.554
7200000,2017-11-12 18:00:00.000,2017-11-12 17:59:00.000,20,1.18,,2017-11-12 18:11:09.443,2cfAK/hc79,2.2500002,com.sec.android.app.shealth,,17.33,71b98c1b-e75e-4832-940b-db18171dba0c,2017-11-12 18:11:09.443
7200000,2017-11-12 18:01:00.000,2017-11-12 18:00:00.000,24,1.81,,2017-11-12 18:11:09.641,2cfAK/hc79,1.9722222,com.sec.android.app.shealth,,21.41,4e5ea900-67e3-4636-9412-6d02141da5fc,2017-11-12 18:11:09.641
7200000,2017-11-12 18:14:00.000,2017-11-12 18:13:00.000,11,0.92,,2017-11-12 18:15:01.321,2cfAK/hc79,3.0,com.sec.android.app.shealth,,11.32,1fe14edb-81c8-4155-9b17-28d6eca7b771,2017-11-12 18:15:01.321
7200000,2017-11-12 18:16:00.000,2017-11-12 18:15:00.000,9,0.5,,2017-11-12 18:35:01.586,2cfAK/hc79,1.6944445,com.sec.android.app.shealth,,7.54,97c676a2-738d-4794-9a26-6eb5c8e4ff18,2017-11-12 18:35:01.586
7200000,2017-11-12 18:19:00.000,2017-11-12 18:18:00.000,96,6.18,,2017-11-12 18:35:23.559,2cfAK/hc79,1.9166666,com.sec.android.app.shealth,,55.16,b7572f5b-3433-4a96-8f61-ae753f3511c5,2017-11-12 18:35:23.559
7200000,2017-11-12 18:20:00.000,2017-11-12 18:19:00.000,74,4.45,,2017-11-12 18:35:23.661,2cfAK/hc79,1.3333334,com.sec.android.app.shealth,,56.97,a8814ea3-5d21-4d14-9fc0-24c71451bcc1,2017-11-12 18:35:23.661
7200000,2017-11-12 18:21:00.000,2017-11-12 18:20:00.000,88,5.28,,2017-11-12 18:35:24.492,2cfAK/hc79,1.1388888,com.sec.android.app.shealth,,66.17,4e42e1df-172d-4afb-9483-40faa7a1fc38,2017-11-12 18:35:24.492
7200000,2017-11-12 18:22:00.000,2017-11-12 18:21:00.000,92,5.52,,2017-11-12 18:35:24.572,2cfAK/hc79,1.1666666,com.sec.android.app.shealth,,69.62,72cac75e-31c2-4f8a-8a1e-7389feab91e8,2017-11-12 18:35:24.572
7200000,2017-11-12 18:23:00.000,2017-11-12 18:22:00.000,95,6.45,,2017-11-12 18:35:24.657,2cfAK/hc79,1.4444444,com.sec.android.app.shealth,,68.51,a2e65f3b-0ce3-4554-892f-90a3e3e9f0de,2017-11-12 18:35:24.657
7200000,2017-11-12 18:24:00.000,2017-11-12 18:23:00.000,101,6.55,,2017-11-12 18:35:24.744,2cfAK/hc79,1.5555556,com.sec.android.app.shealth,,74.45,bef2258e-ea6f-46e1-b742-61927b8fbcb9,2017-11-12 18:35:24.744
7200000,2017-11-12 18:25:00.000,2017-11-12 18:24:00.000,103,6.33,,2017-11-12 18:35:24.821,2cfAK/hc79,1.8611112,com.sec.android.app.shealth,,78.74,cd3d4387-1a62-49bf-8e96-7eb4ff4171ab,2017-11-12 18:35:24.821
7200000,2017-11-12 18:26:00.000,2017-11-12 18:25:00.000,89,5.34,,2017-11-12 18:35:24.893,2cfAK/hc79,1.1666666,com.sec.android.app.shealth,,67.35,cbbdc638-caa5-483b-ad31-b6487fa628ab,2017-11-12 18:35:24.893
7200000,2017-11-12 18:27:00.000,2017-11-12 18:26:00.000,99,5.94,,2017-11-12 18:35:34.525,2cfAK/hc79,1.2603334,com.sec.android.app.shealth,,75.62,4d445045-f60b-430e-a5b6-29a86ec7cf04,2017-11-12 18:35:34.525
7200000,2017-11-12 18:28:00.000,2017-11-12 18:27:00.000,86,5.15,,2017-11-12 18:35:34.644,2cfAK/hc79,1.25,com.sec.android.app.shealth,,66.02,78da53b2-659b-4f80-a86b-a752720aa13f,2017-11-12 18:35:34.644
7200000,2017-11-12 18:29:00.000,2017-11-12 18:28:00.000,99,5.94,,2017-11-12 18:35:34.960,2cfAK/hc79,1.2663335,com.sec.android.app.shealth,,75.98,d4d0e099-c5b1-4946-9c91-582c652eb3fe,2017-11-12 18:35:34.960
7200000,2017-11-12 18:30:00.000,2017-11-12 18:29:00.000,102,6.12,,2017-11-12 18:35:35.041,2cfAK/hc79,1.3188332,com.sec.android.app.shealth,,79.13,068422ef-cb77-4ea8-aaab-798943651cae,2017-11-12 18:35:35.041
7200000,2017-11-12 18:31:00.000,2017-11-12 18:30:00.000,100,6.0,,2017-11-12 18:35:35.130,2cfAK/hc79,1.2816668,com.sec.android.app.shealth,,76.9,c103d1a3-121b-4819-9aee-d49e4094767c,2017-11-12 18:35:35.130
7200000,2017-11-12 18:32:00.000,2017-11-12 18:31:00.000,99,5.94,,2017-11-12 18:35:35.245,2cfAK/hc79,1.2673333,com.sec.android.app.shealth,,76.04,806bdef5-2385-4065-9b88-9d6bec6944e5,2017-11-12 18:35:35.245
7200000,2017-11-12 18:33:00.000,2017-11-12 18:32:00.000,99,5.94,,2017-11-12 18:35:35.352,2cfAK/hc79,1.2695,com.sec.android.app.shealth,,76.17,f57103b4-77c8-4536-b318-f57777f5207f,2017-11-12 18:35:35.352
7200000,2017-11-12 18:34:00.000,2017-11-12 18:33:00.000,101,6.06,,2017-11-12 18:35:35.435,2cfAK/hc79,1.3611112,com.sec.android.app.shealth,,78.77,92da50b9-75db-45c2-be91-7e4cd92c8178,2017-11-12 18:35:35.435
7200000,2017-11-12 18:35:00.000,2017-11-12 18:34:00.000,99,5.94,,2017-11-12 18:35:35.513,2cfAK/hc79,1.267,com.sec.android.app.shealth,,76.02,dc58f127-3781-423a-8795-a39ce9658e83,2017-11-12 18:35:35.513
7200000,2017-11-12 18:36:00.000,2017-11-12 18:35:00.000,97,5.82,,2017-11-12 18:36:49.544,2cfAK/hc79,1.2405,com.sec.android.app.shealth,,74.43,1785c0ae-c329-42a8-bba8-4c8eb7441154,2017-11-12 18:36:49.544
7200000,2017-11-12 18:37:00.000,2017-11-12 18:36:00.000,99,5.939999,,2017-11-12 18:36:59.757,2cfAK/hc79,1.2855709,com.sec.android.app.shealth,,76.439964,3f078d71-4829-43a6-b746-1ff43beb4033,2017-11-12 18:36:49.592
7200000,2017-11-12 18:38:00.000,2017-11-12 18:37:00.000,101,6.059995,,2017-11-12 18:37:59.873,2cfAK/hc79,1.2961662,com.sec.android.app.shealth,,77.76997,b59386c2-cc92-46c1-9a0a-cf7e1a44aa9c,2017-11-12 18:37:00.419
7200000,2017-11-12 18:39:00.000,2017-11-12 18:38:00.000,99,5.9399953,,2017-11-12 18:38:59.628,2cfAK/hc79,1.2688339,com.sec.android.app.shealth,,76.130035,d5b74ef2-03b2-4cd5-af33-0c763e3747e1,2017-11-12 18:38:00.564
7200000,2017-11-12 18:40:00.000,2017-11-12 18:39:00.000,96,5.7599955,,2017-11-12 18:39:59.980,2cfAK/hc79,1.2181665,com.sec.android.app.shealth,,73.08999,d8de5093-ffab-4982-be73-e9dcd17dd2fc,2017-11-12 18:39:00.281
7200000,2017-11-12 18:41:00.000,2017-11-12 18:40:00.000,96,5.7599955,,2017-11-12 18:40:59.803,2cfAK/hc79,1.2159994,com.sec.android.app.shealth,,72.95996,1e100167-3a2d-4324-b645-0e9c89908a7e,2017-11-12 18:40:00.663
7200000,2017-11-12 18:42:00.000,2017-11-12 18:41:00.000,99,5.9399953,,2017-11-12 18:41:59.878,2cfAK/hc79,1.2651662,com.sec.android.app.shealth,,75.90997,f086c882-b1d4-42c1-8d70-6bc7a48af5fb,2017-11-12 18:41:00.529
7200000,2017-11-12 18:43:00.000,2017-11-12 18:42:00.000,101,6.059995,,2017-11-12 18:42:59.785,2cfAK/hc79,1.2986666,com.sec.android.app.shealth,,77.91999,ceb49228-c456-4a23-9ac1-7b93eaabfb81,2017-11-12 18:42:00.536
7200000,2017-11-12 18:44:00.000,2017-11-12 18:43:00.000,98,5.8799953,,2017-11-12 18:43:59.458,2cfAK/hc79,1.255333,com.sec.android.app.shealth,,75.319984,07954641-7e9f-4e04-a326-bd4bd1cf9420,2017-11-12 18:43:00.460
7200000,2017-11-12 18:45:00.000,2017-11-12 18:44:00.000,93,5.5799956,,2017-11-12 18:44:59.337,2cfAK/hc79,1.173333,com.sec.android.app.shealth,,70.39999,835d092f-5670-4842-a29d-d9a046e0384d,2017-11-12 18:44:00.151
7200000,2017-11-12 18:46:00.000,2017-11-12 18:45:00.000,75,4.4999967,,2017-11-12 18:45:59.607,2cfAK/hc79,1.1957334,com.sec.android.app.shealth,,57.02996,803aa811-6ebf-473f-987d-4e8c4a878d99,2017-11-12 18:45:15.844
7200000,2017-11-12 18:47:00.000,2017-11-12 18:46:00.000,82,4.9299965,,2017-11-12 18:46:59.513,2cfAK/hc79,1.1147285,com.sec.android.app.shealth,,61.59001,9f188e33-4072-4a63-98bb-cd3ca933141f,2017-11-12 18:46:00.272
7200000,2017-11-12 18:48:00.000,2017-11-12 18:47:00.000,91,5.4599957,,2017-11-12 18:47:59.879,2cfAK/hc79,1.1363332,com.sec.android.app.shealth,,68.18,a3ae7de2-3d2f-4bfd-83bc-3ebd8d0afd6c,2017-11-12 18:47:00.279
7200000,2017-11-12 18:49:00.000,2017-11-12 18:48:00.000,92,5.5199957,,2017-11-12 18:48:59.909,2cfAK/hc79,1.1521667,com.sec.android.app.shealth,,69.130005,04e82c0a-3e8e-4256-8a54-20ea8160c074,2017-11-12 18:48:00.581
7200000,2017-11-12 18:50:00.000,2017-11-12 18:49:00.000,94,5.6399956,,2017-11-12 18:49:59.979,2cfAK/hc79,1.1866664,com.sec.android.app.shealth,,71.19998,ea85486b-dda6-4264-8ec6-bf1c5d04fa14,2017-11-12 18:49:00.577
7200000,2017-11-12 18:51:00.000,2017-11-12 18:50:00.000,92,5.5199957,,2017-11-12 18:50:59.869,2cfAK/hc79,1.1558334,com.sec.android.app.shealth,,69.35,df706940-8700-47d3-b45a-87863b8138ff,2017-11-12 18:50:00.750
7200000,2017-11-12 18:52:00.000,2017-11-12 18:51:00.000,93,5.5799956,,2017-11-12 18:51:59.891,2cfAK/hc79,1.1892157,com.sec.android.app.shealth,,70.58997,6006d9c2-bf2b-4191-addf-54ac285fdcbc,2017-11-12 18:51:00.545
7200000,2017-11-12 18:53:00.000,2017-11-12 18:52:00.000,92,5.5199957,,2017-11-12 18:52:59.801,2cfAK/hc79,1.1551663,com.sec.android.app.shealth,,69.309975,1ea41e7c-ca21-41f8-b8d6-2d0e92fc26a2,2017-11-12 18:52:00.636
7200000,2017-11-12 18:54:00.000,2017-11-12 18:53:00.000,97,5.8199954,,2017-11-12 18:53:59.609,2cfAK/hc79,1.235332,com.sec.android.app.shealth,,74.11993,06acd114-6597-49ef-996e-f3f859a6977d,2017-11-12 18:53:00.486
