com.samsung.health.sleep
time_offset,end_time,pkg_name,start_time,custom,comment,datauuid,deviceuuid,update_time,create_time
10800000,2016-06-25 09:50:00.000,com.sec.android.app.shealth,2016-06-25 02:40:00.000,,,bf6a5106-9c27-4d11-a1a5-d7da7a2a893c,1jGJNdpU+S,2016-06-25 11:24:07.702,2016-06-25 11:24:07.702
7200000,2015-12-23 10:10:00.000,com.sec.android.app.shealth,2015-12-23 02:00:00.000,,,72a63777-af1c-4e4a-8dc6-82ad41537056,1jGJNdpU+S,2015-12-23 10:36:32.404,2015-12-23 10:36:32.404
7200000,2016-01-20 08:30:00.000,com.sec.android.app.shealth,2016-01-20 02:30:00.000,,,93a459b4-ea60-4395-9357-e2dd20d366c9,1jGJNdpU+S,2016-01-20 09:04:13.222,2016-01-20 09:04:13.222
7200000,2016-01-30 08:20:00.000,com.sec.android.app.shealth,2016-01-30 01:30:00.000,,,11c19dd5-26de-4ed4-b496-fd2d2071a7eb,1jGJNdpU+S,2016-01-30 12:02:08.231,2016-01-30 12:02:08.231
7200000,2016-02-21 04:10:00.000,com.sec.android.app.shealth,2016-02-20 23:30:00.000,,,3bdc3e22-a3f0-4a66-b4ed-6db382080d2e,1jGJNdpU+S,2016-02-21 12:03:10.223,2016-02-21 12:03:10.223
7200000,2016-01-23 09:10:00.000,com.sec.android.app.shealth,2016-01-23 02:30:00.000,,,3dc286bc-ef2c-4896-b2c5-8e3c67a4eb4a,1jGJNdpU+S,2016-01-23 12:00:30.145,2016-01-23 12:00:30.145
7200000,2016-01-10 09:00:00.000,com.sec.android.app.shealth,2016-01-10 02:00:00.000,,,3f511efa-10d4-481b-a1ed-b450dfdee5b7,1jGJNdpU+S,2016-01-10 12:34:55.114,2016-01-10 12:34:55.114
10800000,2016-03-31 08:10:00.000,com.sec.android.app.shealth,2016-03-30 23:30:00.000,,,c17d1bc2-beb5-44f0-8231-8de5fea5c5e9,1jGJNdpU+S,2016-03-31 11:00:33.728,2016-03-31 11:00:33.728
10800000,2016-05-24 09:00:00.000,com.sec.android.app.shealth,2016-05-24 00:10:00.000,,,6b1cdc30-80ec-4a6f-8733-8f56144f5e76,1jGJNdpU+S,2016-05-24 12:01:18.165,2016-05-24 12:01:18.165
7200000,2016-02-16 09:10:00.000,com.sec.android.app.shealth,2016-02-16 00:20:00.000,,,8797e229-40f5-4c71-9369-576ef79266b3,1jGJNdpU+S,2016-02-16 13:57:26.780,2016-02-16 13:57:26.780
10800000,2016-05-20 09:00:00.000,com.sec.android.app.shealth,2016-05-19 23:20:00.000,,,d4f1d75f-2f5c-4c61-8433-c7657e2b4e6c,1jGJNdpU+S,2016-05-20 12:34:58.800,2016-05-20 12:34:58.800
7200000,2016-03-24 06:30:00.000,com.sec.android.app.shealth,2016-03-23 23:30:00.000,,,c8804ba8-8c44-44be-b3c4-befa9baca015,1jGJNdpU+S,2016-03-24 11:00:43.505,2016-03-24 11:00:43.505
7200000,2016-02-22 08:10:00.000,com.sec.android.app.shealth,2016-02-21 23:10:00.000,,,537139ca-1972-4766-aff0-33869e5ed9ee,1jGJNdpU+S,2016-02-22 12:00:49.097,2016-02-22 12:00:49.097
7200000,2015-12-21 09:50:00.000,com.sec.android.app.shealth,2015-12-21 02:10:00.000,,,46cd172b-5aa1-4902-b53d-dc0dcb947c76,1jGJNdpU+S,2015-12-21 12:07:18.385,2015-12-21 12:07:18.385
7200000,2015-12-12 06:20:00.000,com.sec.android.app.shealth,2015-12-12 01:20:00.000,,,ca8674ca-3388-4d88-881d-190f70b94eeb,1jGJNdpU+S,2015-12-12 12:22:29.658,2015-12-12 12:22:29.658
7200000,2016-02-23 06:40:00.000,com.sec.android.app.shealth,2016-02-22 23:20:00.000,,,ad94fe99-5ac5-4160-9baf-ab0a7bdf6243,1jGJNdpU+S,2016-02-23 12:43:42.511,2016-02-23 12:43:42.511
10800000,2016-03-30 08:10:00.000,com.sec.android.app.shealth,2016-03-29 23:10:00.000,,,b9caf39c-0367-4579-a3ae-939d59512a5f,1jGJNdpU+S,2016-03-30 08:57:20.225,2016-03-30 08:57:20.225
10800000,2016-03-27 10:10:00.000,com.sec.android.app.shealth,2016-03-27 04:30:00.000,,,cc55e448-0fbb-48a8-8f59-86b8c963f813,1jGJNdpU+S,2016-03-27 12:26:20.200,2016-03-27 12:26:20.200
7200000,2016-02-20 09:40:00.000,com.sec.android.app.shealth,2016-02-19 22:50:00.000,,,af447e2a-fec2-439a-b6f8-eb3761e0975d,1jGJNdpU+S,2016-02-20 12:03:48.443,2016-02-20 12:03:48.443
10800000,2016-06-14 08:10:00.000,com.sec.android.app.shealth,2016-06-13 23:50:00.000,,,1999ff93-390c-4f98-b95b-71aa7ecc4ec7,1jGJNdpU+S,2016-06-14 11:01:01.774,2016-06-14 11:01:01.774
7200000,2016-02-27 08:00:00.000,com.sec.android.app.shealth,2016-02-26 23:30:00.000,,,68fcd314-7f81-46d2-9cd7-c3ff28690784,1jGJNdpU+S,2016-02-27 12:40:12.315,2016-02-27 12:40:12.315
10800000,2016-06-15 08:20:00.000,com.sec.android.app.shealth,2016-06-15 00:00:00.000,,,9c8b1ac7-cb83-4ec1-a0ed-193f3dbd5cde,1jGJNdpU+S,2016-06-15 13:44:36.440,2016-06-15 13:44:36.440
7200000,2015-12-07 09:10:00.000,com.sec.android.app.shealth,2015-12-07 01:20:00.000,,,72b0ac63-2bba-41dd-805f-0062080f379f,1jGJNdpU+S,2015-12-07 21:12:08.155,2015-12-07 21:12:08.155
7200000,2016-03-22 02:20:00.000,com.sec.android.app.shealth,2016-03-21 22:00:00.000,,,ca03a56d-005c-4b35-98e4-126f1e1e6b1e,1jGJNdpU+S,2016-03-22 12:00:30.327,2016-03-22 12:00:30.327
10800000,2016-06-16 09:30:00.000,com.sec.android.app.shealth,2016-06-16 00:40:00.000,,,83825f52-5d20-44d9-82e9-88ccf3ff2a3a,1jGJNdpU+S,2016-06-16 12:06:49.090,2016-06-16 12:06:49.090
10800000,2016-04-18 08:00:00.000,com.sec.android.app.shealth,2016-04-17 23:30:00.000,,,365d66da-a98a-48fb-a6ee-66e7a7311f6b,1jGJNdpU+S,2016-04-18 11:01:54.930,2016-04-18 11:01:54.930
7200000,2016-03-22 08:20:00.000,com.sec.android.app.shealth,2016-03-22 05:00:00.000,,,15374995-0ff0-46e8-aea9-0469aa42d244,1jGJNdpU+S,2016-03-22 12:00:52.394,2016-03-22 12:00:52.394
7200000,2016-03-07 07:20:00.000,com.sec.android.app.shealth,2016-03-06 23:20:00.000,,,7dfcdb09-5332-4cda-a00d-aafc19bef916,1jGJNdpU+S,2016-03-07 12:22:01.686,2016-03-07 12:22:01.686
10800000,2016-04-28 10:20:00.000,com.sec.android.app.shealth,2016-04-28 01:00:00.000,,,f3e89a0f-c083-48a2-b5bb-16aa0519bdd9,1jGJNdpU+S,2016-04-28 12:15:24.996,2016-04-28 12:15:24.996
7200000,2015-12-31 10:40:00.000,com.sec.android.app.shealth,2015-12-31 04:10:00.000,,,7a50eb10-d0ff-48aa-87d6-5cbfe40e3522,1jGJNdpU+S,2015-12-31 12:00:25.705,2015-12-31 12:00:25.705
7200000,2016-01-08 07:30:00.000,com.sec.android.app.shealth,2016-01-07 21:10:00.000,,,23709fee-51ce-46a2-9c24-2c8403137e3c,1jGJNdpU+S,2016-01-08 12:05:09.815,2016-01-08 12:05:09.815
10800000,2016-05-11 05:50:00.000,com.sec.android.app.shealth,2016-05-11 00:00:00.000,,,4f3015be-9bbc-44e4-b7c6-baed760953ba,1jGJNdpU+S,2016-05-11 15:18:34.291,2016-05-11 15:18:34.291
10800000,2016-05-23 08:40:00.000,com.sec.android.app.shealth,2016-05-23 00:50:00.000,,,a5ee1eef-76c3-4589-a6d9-f732f8bbd1a1,1jGJNdpU+S,2016-05-23 14:18:56.533,2016-05-23 14:18:56.533
10800000,2016-04-10 07:10:00.000,com.sec.android.app.shealth,2016-04-10 01:00:00.000,,,bb2a5922-03b2-4785-84e0-f8d6e565e2f8,1jGJNdpU+S,2016-04-10 13:12:48.545,2016-04-10 13:12:48.545
7200000,2016-01-04 04:40:00.000,com.sec.android.app.shealth,2016-01-03 22:10:00.000,,,fe3a8025-aa8b-4ac7-9482-eb6dcf9f7caf,1jGJNdpU+S,2016-01-04 12:00:43.042,2016-01-04 12:00:43.042
10800000,2016-05-03 08:20:00.000,com.sec.android.app.shealth,2016-05-02 23:00:00.000,,,cc804f9f-64ab-4a7a-8c97-e7a43ba3b467,1jGJNdpU+S,2016-05-03 12:39:53.112,2016-05-03 12:39:53.112
10800000,2016-05-21 07:00:00.000,com.sec.android.app.shealth,2016-05-21 01:00:00.000,,,647fa52c-c06f-43db-a043-226d23dd480d,1jGJNdpU+S,2016-05-21 11:00:21.135,2016-05-21 11:00:21.135
7200000,2016-03-14 06:10:00.000,com.sec.android.app.shealth,2016-03-13 19:10:00.000,,,84feb0b9-4486-40f3-b494-cec13cbed36e,1jGJNdpU+S,2016-03-14 23:48:14.796,2016-03-14 23:48:14.796
10800000,2016-04-22 08:00:00.000,com.sec.android.app.shealth,2016-04-22 00:40:00.000,,,e96de407-d7f2-47f2-887a-796cdd98dffa,1jGJNdpU+S,2016-04-22 12:36:06.824,2016-04-22 12:36:06.824
7200000,2016-02-18 07:50:00.000,com.sec.android.app.shealth,2016-02-17 23:40:00.000,,,b1aa1104-d81a-458d-9cd8-d1bb81f01e77,1jGJNdpU+S,2016-02-18 13:14:09.744,2016-02-18 13:14:09.744
10800000,2016-05-07 10:00:00.000,com.sec.android.app.shealth,2016-05-07 00:30:00.000,,,ef6f758e-40c0-489d-a5a2-cc852e074994,1jGJNdpU+S,2016-05-07 11:22:43.828,2016-05-07 11:22:43.828
7200000,2015-12-11 08:30:00.000,com.sec.android.app.shealth,2015-12-11 00:20:00.000,,,abceefe0-25e4-43a5-9cce-a2075bde2af6,1jGJNdpU+S,2015-12-11 12:02:45.925,2015-12-11 12:02:45.925
10800000,2016-06-07 08:00:00.000,com.sec.android.app.shealth,2016-06-07 00:20:00.000,,,dd9403eb-b041-4c89-97ae-02d395140e47,1jGJNdpU+S,2016-06-07 11:29:01.215,2016-06-07 11:29:01.215
10800000,2016-06-29 09:40:00.000,com.sec.android.app.shealth,2016-06-29 01:30:00.000,,,0f27a3ce-53ab-4300-85f9-f3c098f34591,1jGJNdpU+S,2016-06-29 12:03:01.056,2016-06-29 12:03:01.056
7200000,2015-12-13 10:20:00.000,com.sec.android.app.shealth,2015-12-13 00:20:00.000,,,29d5c733-0b7c-4ae1-9831-6f0757fc88d1,1jGJNdpU+S,2015-12-13 12:03:34.724,2015-12-13 12:03:34.724
10800000,2016-05-18 09:30:00.000,com.sec.android.app.shealth,2016-05-18 02:40:00.000,,,3a334f3f-30e6-4738-b276-d16d616f56a1,1jGJNdpU+S,2016-05-18 11:00:58.537,2016-05-18 11:00:58.537
10800000,2016-05-29 10:20:00.000,com.sec.android.app.shealth,2016-05-29 04:00:00.000,,,41047acc-d4f1-4765-a03b-3e959c067717,1jGJNdpU+S,2016-05-29 10:34:33.966,2016-05-29 10:34:33.966
10800000,2016-04-29 08:50:00.000,com.sec.android.app.shealth,2016-04-28 23:30:00.000,,,bb700ed5-4ef2-4642-908c-0c54f7b5689e,1jGJNdpU+S,2016-04-29 12:06:46.228,2016-04-29 12:06:46.228
10800000,2016-06-24 10:00:00.000,com.sec.android.app.shealth,2016-06-24 01:40:00.000,,,882aeee3-9d3c-4d60-a28f-f780aeb62cd2,1jGJNdpU+S,2016-06-24 11:05:12.018,2016-06-24 11:05:12.018
